Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,MockContainer,MockContainer,Long Parameter List,The method has 6 parameters. ,54
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,configureServlets,Magic Number,The method contains a magic number: 8042,86
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,TestNMWebServices,Long Statement,The length of the statement "super(new WebAppDescriptor.Builder("org.apache.hadoop.yarn.server.nodemanager.webapp").contextListenerClass(GuiceServletConfig.class).filterClass(com.google.inject.servlet.GuiceFilter.class).contextPath("jersey-guice-filter").servletPath("/").build());" is 252.,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testNode,Long Statement,The length of the statement "ClientResponse response=r.path("ws").path("v1").path("node").accept(MediaType.APPLICATION_JSON).get(ClientResponse.class);" is 122.,211
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testNodeSlash,Long Statement,The length of the statement "ClientResponse response=r.path("ws").path("v1").path("node/").accept(MediaType.APPLICATION_JSON).get(ClientResponse.class);" is 123.,222
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testNodeInfo,Long Statement,The length of the statement "ClientResponse response=r.path("ws").path("v1").path("node").path("info").accept(MediaType.APPLICATION_JSON).get(ClientResponse.class);" is 135.,245
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testNodeInfoSlash,Long Statement,The length of the statement "ClientResponse response=r.path("ws").path("v1").path("node").path("info/").accept(MediaType.APPLICATION_JSON).get(ClientResponse.class);" is 136.,255
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testSingleNodesXML,Long Statement,The length of the statement "ClientResponse response=r.path("ws").path("v1").path("node").path("info/").accept(MediaType.APPLICATION_XML).get(ClientResponse.class);" is 135.,277
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodesXML,Long Statement,The length of the statement "verifyNodeInfoGeneric(WebServicesTestUtils.getXmlString(element`"id")`WebServicesTestUtils.getXmlString(element`"healthReport")`WebServicesTestUtils.getXmlLong(element`"totalVmemAllocatedContainersMB")`WebServicesTestUtils.getXmlLong(element`"totalPmemAllocatedContainersMB")`WebServicesTestUtils.getXmlBoolean(element`"vmemCheckEnabled")`WebServicesTestUtils.getXmlBoolean(element`"pmemCheckEnabled")`WebServicesTestUtils.getXmlLong(element`"lastNodeUpdateTime")`WebServicesTestUtils.getXmlBoolean(element`"nodeHealthy")`WebServicesTestUtils.getXmlString(element`"nodeHostName")`WebServicesTestUtils.getXmlString(element`"hadoopVersionBuiltOn")`WebServicesTestUtils.getXmlString(element`"hadoopBuildVersion")`WebServicesTestUtils.getXmlString(element`"hadoopVersion")`WebServicesTestUtils.getXmlString(element`"nodeManagerVersionBuiltOn")`WebServicesTestUtils.getXmlString(element`"nodeManagerBuildVersion")`WebServicesTestUtils.getXmlString(element`"nodeManagerVersion"));" is 974.,295
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfo,Long Statement,The length of the statement "verifyNodeInfoGeneric(info.getString("id")`info.getString("healthReport")`info.getLong("totalVmemAllocatedContainersMB")`info.getLong("totalPmemAllocatedContainersMB")`info.getBoolean("vmemCheckEnabled")`info.getBoolean("pmemCheckEnabled")`info.getLong("lastNodeUpdateTime")`info.getBoolean("nodeHealthy")`info.getString("nodeHostName")`info.getString("hadoopVersionBuiltOn")`info.getString("hadoopBuildVersion")`info.getString("hadoopVersion")`info.getString("nodeManagerVersionBuiltOn")`info.getString("nodeManagerBuildVersion")`info.getString("nodeManagerVersion"));" is 569.,320
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfo,Magic Number,The method contains a magic number: 15,320
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Long Identifier,The length of the parameter totalVmemAllocatedContainersMB is 30.,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Long Identifier,The length of the parameter totalPmemAllocatedContainersMB is 30.,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Long Parameter List,The method has 15 parameters. ,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Long Statement,The length of the statement "assertTrue("lastNodeUpdateTime incorrect"`lastNodeUpdateTime == nmContext.getNodeHealthStatus().getLastHealthReportTime());" is 123.,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Long Statement,The length of the statement "WebServicesTestUtils.checkStringMatch("resourceManagerVersionBuiltOn"`YarnVersionInfo.getDate()`resourceManagerVersionBuiltOn);" is 127.,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Long Statement,The length of the statement "WebServicesTestUtils.checkStringEqual("resourceManagerBuildVersion"`YarnVersionInfo.getBuildVersion()`resourceManagerBuildVersion);" is 131.,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Magic Number,The method contains a magic number: 15872,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,verifyNodeInfoGeneric,Magic Number,The method contains a magic number: 16384,338
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,MockApp,MockApp,Magic Number,The method contains a magic number: 1234,43
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestContainerLogsPage,testContainerLogDirs,Magic Number,The method contains a magic number: 30000,44
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestContainerLogsPage,testContainerLogDirs,Magic Number,The method contains a magic number: 1234,44
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,NMController,logs,Long Statement,The length of the statement "if (app == null && nmConf.getBoolean(YarnConfiguration.LOG_AGGREGATION_ENABLED`YarnConfiguration.DEFAULT_LOG_AGGREGATION_ENABLED)) {" is 132.,78
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,WebServer,start,Long Statement,The length of the statement "this.webApp=WebApps.$for("node"`Context.class`this.nmContext`"ws").at(bindAddress).with(getConfig()).start(this.nmWebApp);" is 122.,60
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,NavBlock,render,Long Statement,The length of the statement "html.div("#nav").h3()._("ResourceManager")._().ul().li().a(RMWebAppURL`"RM Home")._()._().h3()._("NodeManager")._().ul().li().a(url("node")`"Node Information")._().li().a(url("allApplications")`"List of Applications")._().li().a(url("allContainers")`"List of Containers")._()._().h3("Tools").ul().li().a("/conf"`"Configuration")._().li().a("/logs"`"Local logs")._().li().a("/stacks"`"Server stacks")._().li().a("/metrics"`"Server metrics")._()._()._();" is 452.,37
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBLocalizerRPC,testLocalizerRPC,Magic Number,The method contains a magic number: 8040,81
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,createResource,Magic Number,The method contains a magic number: 4344L,60
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,createResource,Magic Number,The method contains a magic number: 3141592653589793L,60
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,createLocalResourceStatus,Long Statement,The length of the statement "e.setStackTrace(new StackTraceElement[]{new StackTraceElement("foo"`"bar"`"baz"`10)`new StackTraceElement("sbb"`"one"`"onm"`10)});" is 130.,71
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,createLocalResourceStatus,Magic Number,The method contains a magic number: 4443L,71
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,createLocalResourceStatus,Magic Number,The method contains a magic number: 10,71
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,createLocalResourceStatus,Magic Number,The method contains a magic number: 10,71
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,testLocalResourceStatusSerDe,Magic Number,The method contains a magic number: 10000,118
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,testLocalizerStatusSerDe,Magic Number,The method contains a magic number: 10000,138
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBRecordImpl,testLocalizerHeartbeatResponseSerDe,Magic Number,The method contains a magic number: 10000,160
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Empty catch clause,The method has an empty catch block.,52
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Magic Number,The method contains a magic number: 2,52
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Magic Number,The method contains a magic number: 1234,52
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Magic Number,The method contains a magic number: 2,52
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Magic Number,The method contains a magic number: 5000l,52
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Magic Number,The method contains a magic number: 50l,52
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testDelayedDelete,Magic Number,The method contains a magic number: 2,126
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testDelayedDelete,Magic Number,The method contains a magic number: 10800l,126
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testDelayedDelete,Magic Number,The method contains a magic number: 1234,126
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testDelayedDelete,Magic Number,The method contains a magic number: 2,126
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testDelayedDelete,Magic Number,The method contains a magic number: 10800l,126
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testStop,Magic Number,The method contains a magic number: 10l,187
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,init,Magic Number,The method contains a magic number: 3,71
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,init,Magic Number,The method contains a magic number: 60,71
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,init,Magic Number,The method contains a magic number: 60,71
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,stop,Magic Number,The method contains a magic number: 10,80
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,handle,Long Statement,The length of the statement "this.dispatcher.getEventHandler().handle(new ApplicationEvent(appStartedEvent.getApplicationId()`ApplicationEventType.APPLICATION_LOG_HANDLING_INITED));" is 152.,98
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,handle,Long Statement,The length of the statement "LOG.info("Scheduling Log Deletion for application: " + appFinishedEvent.getApplicationId() + "` with delay of "+ this.deleteDelaySeconds+ " seconds");" is 150.,98
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,handle,Long Statement,The length of the statement "sched.schedule(new LogDeleterRunnable(appOwners.remove(appFinishedEvent.getApplicationId())`appFinishedEvent.getApplicationId())`this.deleteDelaySeconds`TimeUnit.SECONDS);" is 171.,98
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,NonAggregatingLogHandler,createScheduledThreadPoolExecutor,Long Statement,The length of the statement "sched=new ScheduledThreadPoolExecutor(conf.getInt(YarnConfiguration.NM_LOG_DELETION_THREADS_COUNT`YarnConfiguration.DEFAULT_NM_LOG_DELETE_THREAD_COUNT)`tf);" is 156.,131
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,setup,Long Statement,The length of the statement "conf.setClass(YarnConfiguration.NM_CONTAINER_MON_RESOURCE_CALCULATOR`LinuxResourceCalculatorPlugin.class`ResourceCalculatorPlugin.class);" is 137.,79
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,setup,Magic Number,The method contains a magic number: 1000,79
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Long Method,The method has 105 lines of code.,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Long Statement,The length of the statement "Assert.assertEquals(mockContainer.getNodeId().getHost()`containerLaunchContext.getEnvironment().get(Environment.NM_HOST.name()));" is 129.,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Long Statement,The length of the statement "Assert.assertEquals(String.valueOf(mockContainer.getNodeId().getPort())`containerLaunchContext.getEnvironment().get(Environment.NM_PORT.name()));" is 145.,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Long Statement,The length of the statement "Assert.assertEquals(mockContainer.getNodeHttpAddress().split(":")[1]`containerLaunchContext.getEnvironment().get(Environment.NM_HTTP_PORT.name()));" is 147.,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Long Statement,The length of the statement "Assert.assertEquals(StringUtils.join("`"`appDirs)`containerLaunchContext.getEnvironment().get(Environment.LOCAL_DIRS.name()));" is 126.,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Magic Number,The method contains a magic number: 5000,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Magic Number,The method contains a magic number: 1024,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Magic Number,The method contains a magic number: 20,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testContainerEnvVariables,Magic Number,The method contains a magic number: 1000,155
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testDelayedKill,Magic Number,The method contains a magic number: 1024,333
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testDelayedKill,Magic Number,The method contains a magic number: 20,333
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testDelayedKill,Magic Number,The method contains a magic number: 1000,333
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,ContainerLaunch,Long Parameter List,The method has 6 parameters. ,98
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,ContainerLaunch,Long Statement,The length of the statement "this.sleepDelayBeforeSigKill=conf.getLong(YarnConfiguration.NM_SLEEP_DELAY_BEFORE_SIGKILL_MS`YarnConfiguration.DEFAULT_NM_SLEEP_DELAY_BEFORE_SIGKILL_MS);" is 153.,98
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,ContainerLaunch,Long Statement,The length of the statement "this.maxKillWaitTime=conf.getLong(YarnConfiguration.NM_PROCESS_KILL_WAIT_MS`YarnConfiguration.DEFAULT_NM_PROCESS_KILL_WAIT_MS);" is 127.,98
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Complex Method,Cyclomatic complexity of the method is 9,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "Path containerLogDir=dirsHandler.getLogPathForWrite(ContainerLaunch.getRelativeContainerLogDir(appIdStr`containerIdStr)`false);" is 127.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "Path nmPrivateContainerScriptPath=dirsHandler.getLocalPathForWrite(getContainerPrivateDir(appIdStr`containerIdStr) + Path.SEPARATOR + CONTAINER_SCRIPT);" is 152.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "Path nmPrivateTokensPath=dirsHandler.getLocalPathForWrite(getContainerPrivateDir(appIdStr`containerIdStr) + Path.SEPARATOR + String.format(ContainerLocalizer.TOKEN_FILE_NAME_FMT`containerIdStr));" is 195.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "Path containerWorkDir=dirsHandler.getLocalPathForWrite(ContainerLocalizer.USERCACHE + Path.SEPARATOR + user+ Path.SEPARATOR+ ContainerLocalizer.APPCACHE+ Path.SEPARATOR+ appIdStr+ Path.SEPARATOR+ containerIdStr`LocalDirAllocator.SIZE_UNKNOWN`false);" is 249.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "pidFilePath=dirsHandler.getLocalPathForWrite(ResourceLocalizationService.NM_PRIVATE_DIR + Path.SEPARATOR + pidFileSuffix);" is 122.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "environment.put(ApplicationConstants.CONTAINER_TOKEN_FILE_ENV_NAME`new Path(containerWorkDir`FINAL_CONTAINER_TOKENS_FILE).toUri().getPath());" is 141.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "ret=exec.launchContainer(container`nmPrivateContainerScriptPath`nmPrivateTokensPath`user`appIdStr`containerWorkDir`localDirs`logDirs);" is 134.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "dispatcher.getEventHandler().handle(new ContainerExitEvent(containerID`ContainerEventType.CONTAINER_EXITED_WITH_FAILURE`ret`e.getMessage()));" is 141.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "dispatcher.getEventHandler().handle(new ContainerExitEvent(containerID`ContainerEventType.CONTAINER_KILLED_ON_REQUEST`ret`"Container exited with a non-zero exit code " + ret));" is 176.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,call,Long Statement,The length of the statement "this.dispatcher.getEventHandler().handle(new ContainerExitEvent(containerID`ContainerEventType.CONTAINER_EXITED_WITH_FAILURE`ret`"Container exited with a non-zero exit code " + ret));" is 183.,115
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,cleanupContainer,Long Statement,The length of the statement "LOG.debug("Getting pid for container " + containerIdStr + " to kill"+ " from pid file "+ (pidFilePath != null ? pidFilePath.toString() : "null"));" is 146.,293
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,cleanupContainer,Long Statement,The length of the statement "LOG.debug("Sent signal to pid " + processId + " as user "+ user+ " for container "+ containerIdStr+ "` result="+ (result ? "success" : "failed"));" is 146.,293
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,getContainerPid,Magic Number,The method contains a magic number: 100,364
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,sanitizeEnv,Complex Method,Cyclomatic complexity of the method is 8,543
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,sanitizeEnv,Long Statement,The length of the statement "putEnvIfNotNull(environment`Environment.HOME.name()`conf.get(YarnConfiguration.NM_USER_HOME_DIR`YarnConfiguration.DEFAULT_NM_USER_HOME_DIR));" is 141.,543
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainerLaunch,sanitizeEnv,Long Statement,The length of the statement "Apps.setEnvFromInputString(environment`conf.get(YarnConfiguration.NM_ADMIN_USER_ENV`YarnConfiguration.DEFAULT_NM_ADMIN_USER_ENV));" is 130.,543
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainersLauncher,handle,Long Statement,The length of the statement "case LAUNCH_CONTAINER: Application app=context.getApplications().get(containerId.getApplicationAttemptId().getApplicationId());" is 127.,110
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,ContainersLauncher,handle,Missing default,The following switch statement is missing a default case: switch (event.getType()) {,110
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,setup,Long Statement,The length of the statement "conf.setClass(YarnConfiguration.NM_CONTAINER_MON_RESOURCE_CALCULATOR`LinuxResourceCalculatorPlugin.class`ResourceCalculatorPlugin.class);" is 137.,82
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Long Statement,The length of the statement "assertTrue("tree rooted at 100 should be over limit " + "after first iteration."`test.isProcessTreeOverLimit(pTree`"dummyId"`limit));" is 133.,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Long Statement,The length of the statement "assertFalse("tree rooted at 200 shouldn't be over limit " + "after one iteration."`test.isProcessTreeOverLimit(pTree`"dummyId"`limit));" is 135.,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Long Statement,The length of the statement "assertTrue("tree rooted at 200 should be over limit after 2 iterations"`test.isProcessTreeOverLimit(pTree`"dummyId"`limit));" is 124.,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Magic Number,The method contains a magic number: 7,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Magic Number,The method contains a magic number: 2,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Magic Number,The method contains a magic number: 3,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Magic Number,The method contains a magic number: 4,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Magic Number,The method contains a magic number: 5,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Magic Number,The method contains a magic number: 6,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Magic Number,The method contains a magic number: 700000,90
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Long Statement,The length of the statement "String expectedMsgPattern="Container \\[pid=" + pid + "`containerID="+ cId+ "\\] is running beyond virtual memory limits. Current usage: "+ "[0-9.]+ ?[KMGTPE]?B of [0-9.]+ ?[KMGTPE]?B physical memory used; "+ "[0-9.]+ ?[KMGTPE]?B of [0-9.]+ ?[KMGTPE]?B virtual memory used. "+ "Killing container.\nDump of the process-tree for "+ cId+ " :\n";" is 342.,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Long Statement,The length of the statement "Assert.assertEquals("Expected message pattern is: " + expectedMsgPattern + "\n\nObserved message is: "+ containerStatus.getDiagnostics()`true`pat.matcher(containerStatus.getDiagnostics()).find());" is 196.,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Magic Number,The method contains a magic number: 8,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Magic Number,The method contains a magic number: 1024,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Magic Number,The method contains a magic number: 1024,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Magic Number,The method contains a magic number: 20,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Magic Number,The method contains a magic number: 1000,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Magic Number,The method contains a magic number: 60,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 20000,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 8192,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 1024,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 1024l,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 2.1f,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 8192,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 2.1f,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 8192,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 2.1f,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 8192,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 2.1f,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 8192,297
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerMonitorMemFlags,Magic Number,The method contains a magic number: 2.1f,297
